filename,lesson_num,sentence_num,text,level,difficulty,chars,words
f01.txt,4.0,19.0,"І я не тільки зрозумів спосіб додавання, а й жартував зі своїх помилок!",1,0.3333333333333333,71.0,13.0
f01.txt,4.0,20.0,"За кілька днів, коли на уроці ми розвязували такі приклади, я трохи нервував.",1,0.3333333333333333,77.0,13.0
f01.txt,4.0,21.0,"Кілька хвилин сидів і спостерігав, як інші діти виконують завдання.",1,0.3333333333333333,67.0,10.0
f01.txt,4.0,22.0,"Потім побачив, що вчителька усміхається мені.",1,0.3333333333333333,45.0,6.0
f01.txt,4.0,24.0,Узяв ручку й нарешті почав писати.,1,0.3333333333333333,34.0,6.0
f01.txt,4.0,27.0,Я правильно розвязав усі приклади!,1,0.3333333333333333,34.0,5.0
f01.txt,4.0,28.0,Моє навчання і старанна праця не були даремними.,1,0.3333333333333333,48.0,8.0
f01.txt,4.0,29.0,Я був дуже задоволений виконаною роботою!,1,0.3333333333333333,41.0,6.0
f01.txt,4.0,30.0,Я зрозумів головне — не здаватися в жодному разі!,1,0.3333333333333333,49.0,9.0
f01.txt,4.0,31.0,"Насправді, єдине, що потрібно, — це наполеглива праця!",1,0.3333333333333333,54.0,8.0
f01.txt,4.0,33.0,"Якщо ти знайдеш свій, навчання перетвориться на велике задоволення.",1,0.3333333333333333,67.0,9.0
f01.txt,4.0,34.0,"Те, що раніше здавалося складним, стане легким і цікавим!",1,0.3333333333333333,57.0,9.0
f01.txt,5.0,0.0,УСІ кНижки ГАрНІ Мама дала Настусі гроші і сказала — Піди до книгарні й купи собі дві книжечки.,1,0.3333333333333333,95.0,18.0
f01.txt,5.0,1.0,"Там є гарні книжечки — про пташок і метеликів, про звірят і рибок Пішла Настуся.",1,0.3333333333333333,80.0,15.0
f01.txt,5.0,2.0,"А там книжок — ой, скільки ж там книжок!",1,0.3333333333333333,40.0,9.0
f01.txt,5.0,3.0,"Стоїть Настуся перед полицею, в очах у неї сяє радість.",1,0.3333333333333333,55.0,10.0
f01.txt,5.0,4.0,Бо Настуся вже вміє читати.,1,0.3333333333333333,27.0,5.0
f01.txt,5.0,5.0,"Дивиться вона на книжечки й читає ця — про їжачка, ця — про котика.",1,0.3333333333333333,67.0,14.0
f01.txt,5.0,6.0,"А ось ця — про горобчика, а ця — про ластівку.",1,0.3333333333333333,46.0,11.0
f01.txt,5.0,7.0,"А он та — про ягнятко, а та — про сірого бичка.",1,0.3333333333333333,47.0,12.0
f01.txt,5.0,8.0,"Задумалася, занепокоїлася Настуся «Що ж робити?",1,0.3333333333333333,47.0,6.0
f01.txt,5.0,9.0,"Грошей у неї тільки на дві книжечки, а книжечок он скільки!",1,0.3333333333333333,59.0,11.0
f01.txt,5.0,10.0,"Купиш про їжачка, про котика, а горобчик, ластівка і ягнятко?",1,0.3333333333333333,61.0,10.0
f01.txt,5.0,11.0,Хіба ж можна без них додому йти?,1,0.3333333333333333,32.0,7.0
f01.txt,5.0,12.0,"Купиш про ягнятко і про ластівку, а їжачок і котик?..»",1,0.3333333333333333,54.0,10.0
f01.txt,6.0,0.0,"Господиня Осінь в лісі походжає, хто як потрудився, у звірят питає.",1,0.3333333333333333,67.0,11.0
f01.txt,6.0,1.0,"Захиталась гілочка і зявилась білочка — Я запас роблю на зиму, у надійну комірчину заховаю шишки і смачні горішки.",1,0.3333333333333333,114.0,19.0
f01.txt,6.0,2.0,"Обізвався їжачок, сіра шубка з голочок — У останні теплі днини листям я встелив хатину, щоб до самої весни снились теплі жовті сни.",1,0.3333333333333333,131.0,23.0
f01.txt,6.0,3.0,"Зайченятко виглядає і сміливо промовляє — Я про зиму памятаю, кожушину поміняю, щоб, як скочу в білий сніг, вовк знайти мене не зміг.",1,0.3333333333333333,133.0,23.0
f01.txt,6.0,4.0,"По стежині йде ведмедик і несе він діжку меду — Я старався теж, як міг, збудував собі барліг.",1,0.3333333333333333,93.0,18.0
f01.txt,6.0,5.0,"Бджоли меду ось дали, щоб солодкі сни були.",1,0.3333333333333333,43.0,8.0
f01.txt,6.0,6.0,І ікластий вепр озвався — До зими я готувався і під дубом у комору жолудів насипав гору.,1,0.3333333333333333,88.0,17.0
f01.txt,6.0,7.0,А лисиця-ледащиця і не думає трудиться.,1,0.3333333333333333,39.0,6.0
f01.txt,6.0,8.0,"По галяві походжає і тихесенько співає — Мене холод не лякає, бо в курник дорогу знаю.",1,0.3333333333333333,86.0,16.0
f01.txt,6.0,9.0,"З півнем потоваришую, якось та й перезимую.",1,0.3333333333333333,43.0,7.0
f01.txt,7.0,0.0,"бІлОЧкА ВОСЕНи На гіллячках, на тоненьких, поки день ще не погас, сироїжки та опеньки білка сушить про запас.",1,0.3333333333333333,109.0,18.0
f01.txt,7.0,1.0,"Так нашпилює охайно, так їх тулить на сосні і міркує «А нехай-но ще побудуть тут мені!",1,0.3333333333333333,86.0,16.0
f01.txt,7.0,2.0,"Поки дні іще хороші, поки є іще тепло, а як випадуть пороші, заберу їх у дупло.",1,0.3333333333333333,79.0,16.0
f01.txt,7.0,3.0,"Буде холодно надворі, сніг посиплеться з дубів, буде в мене у коморі ціла вязочка грибів!» Але білочці не спиться.",1,0.3333333333333333,114.0,19.0
f01.txt,7.0,5.0,Щоб не вкрала їх лисиця або хитрий бурундук.,1,0.3333333333333333,44.0,8.0
f01.txt,8.0,0.0,ОСІННІй кОНЦЕрт Якось Їжачок вирішив зробити Осені подарунок.,1,0.3333333333333333,61.0,8.0
f01.txt,8.0,1.0,"Він дуже хотів віддячити їй за блискучі каштани, золоте листя і смачні грибочки.",1,0.3333333333333333,80.0,13.0
f01.txt,8.0,2.0,— А що коли я влаштую для неї справжній концерт?!,1,0.3333333333333333,49.0,10.0
f01.txt,8.0,4.0,"Пихкаючи, він забрався на пеньок і, мов диригент, змахнув гілочками.",1,0.3333333333333333,68.0,10.0
f01.txt,8.0,5.0,"— Стук-стук, — застукотіли каштани, уявивши, що грають на барабанах.",1,0.3333333333333333,68.0,10.0
f01.txt,8.0,7.0,— зашелестіло пожовкле листячко.,1,0.3333333333333333,32.0,4.0
f01.txt,8.0,9.0,"— заспівав вітер, щосили дмухаючи у свою дудку.",1,0.3333333333333333,47.0,8.0
f01.txt,8.0,10.0,"— Скрип-скрип, — заграли дерева, повільно погойдуючись під пісню вітру-дударика.",1,0.3333333333333333,80.0,10.0
f01.txt,8.0,11.0,"— Тррр-тррр, — і собі підхопили мелодію кленові літачки, весело спускаючись на землю.",1,0.3333333333333333,85.0,13.0
f01.txt,8.0,12.0,"Аж раптом — Кап-кап-кап, — зашуміли дощові крапельки.",1,0.3333333333333333,53.0,8.0
f01.txt,8.0,13.0,Їжачок спочатку засмутився — дощик зашкодив такому чудовому концерту!,1,0.3333333333333333,69.0,9.0
f01.txt,8.0,14.0,А потім здогадався — Це ж мені Осінь так аплодує!,1,0.3333333333333333,49.0,10.0
f01.txt,8.0,15.0,І задоволений Їжачок швидко задріботів маленькими ніжками до своєї домівки.,1,0.3333333333333333,75.0,10.0
f01.txt,9.0,0.0,ЗАйЧикОВА ХАтиНкА Жили собі Лисиця і Заєць.,1,0.3333333333333333,43.0,7.0
f01.txt,9.0,1.0,"У Лисиці була хатинка крижана, а в Зайчика — деревяна.",1,0.3333333333333333,54.0,10.0
f01.txt,9.0,2.0,"Прийшла весна-красна, і Лисиччина хатинка водою стекла.",1,0.3333333333333333,55.0,7.0
f01.txt,9.0,3.0,"А Зайчикова стоїть, як і стояла.",1,0.3333333333333333,32.0,6.0
f01.txt,9.0,4.0,От Лисиця попросилася до Зайця переночувати та його з хатинки й вигнала.,1,0.3333333333333333,72.0,12.0
f01.txt,9.0,5.0,Іде Зайчик лісом і гірко плаче.,1,0.3333333333333333,31.0,6.0
f01.txt,9.0,6.0,Назустріч йому Собачка — Гав!,1,0.3333333333333333,29.0,5.0
f01.txt,9.0,9.0,— Лисиця з хати мене вигнала!,1,0.3333333333333333,29.0,6.0
f01.txt,9.0,10.0,"— Не плач, Зайчику, я тобі допоможу.",1,0.3333333333333333,36.0,7.0
f01.txt,9.0,11.0,Підійшла Собачка до хатки і голосно загавкала — Гав-гав-гав!,1,0.3333333333333333,60.0,9.0
f01.txt,9.0,13.0,"А Лисиця їй із печі відповідає — Як вискочу, як вистрибну — боки тобі намну!",1,0.3333333333333333,76.0,15.0
f01.txt,9.0,14.0,Собачка злякалася й утекла.,1,0.3333333333333333,27.0,4.0
f01.txt,9.0,15.0,Знову заплакав Зайчик — іще дужче.,1,0.3333333333333333,34.0,6.0
f01.txt,9.0,17.0,"— Не плач, Зайчику, я тобі допоможу.",1,0.3333333333333333,36.0,7.0
f01.txt,9.0,18.0,Пішов Ведмідь Лисицю виганяти.,1,0.3333333333333333,30.0,4.0
f01.txt,9.0,19.0,"Підійшов до хатинки та як зареве — Іди, руда, геть!",1,0.3333333333333333,51.0,10.0
f01.txt,9.0,20.0,"А Лисиця — Як вискочу, як вистрибну — боки тобі намну!",1,0.3333333333333333,54.0,11.0
f01.txt,9.0,21.0,Злякався Ведмідь і втік у ліс.,1,0.3333333333333333,30.0,6.0
f01.txt,9.0,22.0,Сидить сіренький під кущем і знову плаче.,1,0.3333333333333333,41.0,7.0
f01.txt,9.0,23.0,Іде повз нього Півник — Золотий гребінець.,1,0.3333333333333333,42.0,7.0
f01.txt,9.0,27.0,— Попросилася Лисиця переночувати та й вигнала мене з власної хатинки.,1,0.3333333333333333,70.0,11.0
f01.txt,9.0,28.0,"— Ходімо, я тобі допоможу, — рішуче каже Півник.",1,0.3333333333333333,48.0,9.0
f01.txt,9.0,29.0,"— Ні, Півнику, не виженеш.",1,0.3333333333333333,26.0,5.0
f01.txt,9.0,30.0,Собачка гнала — не вигнала.,1,0.3333333333333333,27.0,5.0
f01.txt,9.0,31.0,Ведмідь спробував — марно.,1,0.3333333333333333,26.0,4.0
f01.txt,9.0,35.0,Півник крилами змахнув — Ку-ку-рі-ку!,1,0.3333333333333333,37.0,5.0
f01.txt,9.0,39.0,"Руда почула і злякалася — Зачекай, узуваюся!",1,0.3333333333333333,44.0,7.0
f01.txt,9.0,40.0,Голосистий Півник знову — Ку-ку-рі-ку!,1,0.3333333333333333,38.0,5.0
f01.txt,9.0,42.0,"А Лисиця йому — Зачекай, одягаюся!",1,0.3333333333333333,34.0,6.0
f01.txt,9.0,43.0,Півник утретє — Ку-ку-рі-ку!,1,0.3333333333333333,28.0,4.0
f01.txt,9.0,46.0,Перелякана руда хитрунка вибігла з хати і до лісу втекла.,1,0.3333333333333333,57.0,10.0
f01.txt,9.0,47.0,А Зайчик і Півник почали жити разом у затишній деревяній хатинці.,1,0.3333333333333333,65.0,11.0
f01.txt,10.0,0.0,ВЕдМІдь І бджОли Дикі бджоли мали гніздо в дуплі дерева.,1,0.3333333333333333,56.0,10.0
f01.txt,10.0,2.0,Прийшов до них і каже — Ви дрібні і слабкі створіння!,1,0.3333333333333333,53.0,11.0
f01.txt,10.0,5.0,"— Якщо справишся з нами, ми дамо тобі меду.",1,0.3333333333333333,43.0,9.0
f01.txt,10.0,6.0,"Ведмідь уткнув свою голову в дупло дерева та й висунув язик, щоб злизати мед.",1,0.3333333333333333,77.0,14.0
f01.txt,10.0,7.0,"Але відразу відчув такий страшний біль, що й про свою силу забув.",1,0.3333333333333333,65.0,12.0
f01.txt,10.0,8.0,"То бджоли в язик, у вуха та в ніс накололи його своїми жалами.",1,0.3333333333333333,62.0,13.0
f01.txt,10.0,10.0,А рій бджіл йому навздогін дзвінко задзижчав — Памятай і малі створіння вміють борони тися!,1,0.3333333333333333,91.0,15.0
f01.txt,10.0,11.0,"У цій казці така наука навіть малими, але згуртованими силами, можна багато доброго зробити і від ворогів оборонитися.",1,0.3333333333333333,118.0,18.0
f01.txt,11.0,0.0,лиСиЧкА І жУрАВЕль Були собi Лисичка і Журавель.,1,0.3333333333333333,48.0,8.0
f01.txt,11.0,1.0,Зустрілися вони якось у лісі.,1,0.3333333333333333,29.0,5.0
f01.txt,11.0,3.0,"Кличе Лисичка Журавля до себе в гості — Приходь, Журавлику!",1,0.3333333333333333,59.0,10.0
f01.txt,11.0,6.0,От приходить Журавель на ласкаві запросини.,1,0.3333333333333333,43.0,6.0
f01.txt,11.0,7.0,"А Лисичка наварила кашки з молоком, розмазала по тарілці та й припрошує — Пригощайся, Журавлику!",1,0.3333333333333333,96.0,15.0
f01.txt,11.0,10.0,"Стукав, стукав дзьобом по тарілці — нічого не вхопить.",1,0.3333333333333333,54.0,9.0
f01.txt,11.0,11.0,"А Лисичка як узялася до страви — лизь та лизь гарненько язиком, аж поки сама всю кашу не вилизала.",1,0.3333333333333333,98.0,19.0
f01.txt,11.0,12.0,"А тоді до Журавля мовить — Вибачай, Журавлику, — що мала, тим тебе й пригощала, а більше немає нічого.",1,0.3333333333333333,102.0,19.0
f01.txt,11.0,13.0,"— То спасибі ж, — мовить Журавель.",1,0.3333333333333333,34.0,7.0
f01.txt,11.0,14.0,"— Приходь же, Лисичко, тепер до мене в гості.",1,0.3333333333333333,45.0,9.0
f01.txt,11.0,18.0,От уже Лисичка йде до Журавля на гостину.,1,0.3333333333333333,41.0,8.0
f01.txt,11.0,19.0,А Журавель наварив такої смачної страви!,1,0.3333333333333333,40.0,6.0
f01.txt,11.0,20.0,"Узяв i мяса, і картопельки, і бурячків.",1,0.3333333333333333,39.0,7.0
f01.txt,11.0,21.0,"Покришив дрібненько, склав у глечик із вузькою шийкою та й каже — Пригощайся, люба приятелько, не соромся!",1,0.3333333333333333,106.0,17.0
f01.txt,11.0,22.0,От Лисичка до глечика — голова не влазить!,1,0.3333333333333333,42.0,8.0
f01.txt,11.0,23.0,"Вона сюди, вона туди, вона i лапкою — не витягне.",1,0.3333333333333333,49.0,10.0
f01.txt,11.0,24.0,"Крутиться Лисичка, скаче, у глечик зазирає, нюхає... А Журавель не гуляє усе дзьобом у глечик, усе у глечик.",1,0.3333333333333333,108.0,18.0
f01.txt,11.0,25.0,"Помаленьку-помаленьку — та й поїв, що наварив.",1,0.3333333333333333,46.0,7.0
f01.txt,11.0,26.0,"А тоді й каже — Оце ж вибачай, Лисуню, що мав, то тим i пригощав.",1,0.3333333333333333,65.0,15.0
f01.txt,11.0,27.0,Та вже більше нічого не маю на гостину.,1,0.3333333333333333,39.0,8.0
f01.txt,11.0,28.0,Ох i розгнівалася ж Лисичка!,1,0.3333333333333333,28.0,5.0
f01.txt,11.0,29.0,"Так розсердилася, що й подякувати забула.",1,0.3333333333333333,41.0,6.0
f01.txt,11.0,30.0,Відтоді Лисичка не приятелює із Журавлями.,1,0.3333333333333333,42.0,6.0
f01.txt,12.0,0.0,ВЕдМІдь І ПАВУЧОк Одного разу після довгої мандрівки по лісу ведмідь заліз у свій барліг і міцно заснув.,1,0.3333333333333333,104.0,18.0
f01.txt,12.0,1.0,"А коли прокинувся, то побачив, що по його лапі повзе павучок.",1,0.3333333333333333,61.0,11.0
f01.txt,12.0,3.0,"По мені, могутньому та сильному, лазити?!",1,0.3333333333333333,41.0,6.0
f01.txt,12.0,4.0,— роздратовано пробурмотів ведмідь.,1,0.3333333333333333,35.0,4.0
f01.txt,12.0,5.0,Ухопив малого павучка і хотів був його вбити.,1,0.3333333333333333,45.0,8.0
f01.txt,12.0,6.0,"— Даруйте, дядечку, я більше не буду, — почав благати павучок ведмедя.",1,0.3333333333333333,70.0,12.0
f01.txt,12.0,7.0,"— Відпустіть, я Вам ще у пригоді стану!",1,0.3333333333333333,39.0,8.0
f01.txt,12.0,8.0,— Чим же ти можеш мені послужити?,1,0.3333333333333333,33.0,7.0
f01.txt,12.0,9.0,— здивувався старий ведмідь.,1,0.3333333333333333,28.0,4.0
f01.txt,12.0,11.0,Але все-таки пожалів маленького і відпустив.,1,0.3333333333333333,44.0,6.0
f01.txt,12.0,12.0,Через деякий час у ліс прийшли мисливці.,1,0.3333333333333333,40.0,7.0
f01.txt,12.0,13.0,Натрапили вони на сліди ведмедя і почали за ним ганятись.,1,0.3333333333333333,57.0,10.0
f01.txt,12.0,14.0,"Бідний ведмідь не знав куди подітися, щоб урятуватися від мисливців.",1,0.3333333333333333,68.0,10.0
f01.txt,12.0,15.0,Раптом побачив під величезною скелею яму і скочив туди.,1,0.3333333333333333,55.0,9.0
f01.txt,12.0,16.0,Павучок це побачив і одразу про все здогадався.,1,0.3333333333333333,47.0,8.0
f01.txt,12.0,17.0,Він поліз до тієї ями і швидко обснував її густою павутиною.,1,0.3333333333333333,60.0,11.0
f01.txt,12.0,18.0,"Потім став чекати, що буде далі.",1,0.3333333333333333,32.0,6.0
f01.txt,12.0,20.0,Прибігли і стали неподалік від скелі.,1,0.3333333333333333,37.0,6.0
f01.txt,12.0,21.0,"— А може, наш бурмило сидить у тій ямі під скелею?",1,0.3333333333333333,50.0,11.0
f01.txt,12.0,22.0,— сказав один із мисливців.,1,0.3333333333333333,27.0,5.0
f01.txt,12.0,23.0,"— Туди він не міг залізти, — озвався другий мисливець.",1,0.3333333333333333,54.0,10.0
f01.txt,12.0,24.0,— Хіба ти не бачиш — там повно павутиння.,1,0.3333333333333333,41.0,9.0
f01.txt,12.0,25.0,"Якби ведмідь заліз туди, то павутиння порвав би.",1,0.3333333333333333,48.0,8.0
f01.txt,12.0,28.0,— погодилися всі мисливці.,1,0.3333333333333333,26.0,4.0
f01.txt,12.0,29.0,"Постояли, покрутилися та й пішли далі на пошуки.",1,0.3333333333333333,48.0,8.0
f01.txt,12.0,30.0,"А клишоногий сидить собі тихенько у тій ямі і від страху ні живий, ні мертвий.",1,0.3333333333333333,78.0,15.0
f01.txt,12.0,31.0,"Так злякався, бідолаха, що не смів навіть поворухнутися.",1,0.3333333333333333,56.0,8.0
f01.txt,12.0,33.0,За деякий час вирішив повертатися додому.,1,0.3333333333333333,41.0,6.0
f01.txt,12.0,34.0,"Став вилазити з ями і очам своїм не вірить — яма поснована густим павутинням, а павучок гойдається на ньому і сміється.",1,0.3333333333333333,119.0,21.0
f01.txt,12.0,35.0,"— Бачите, дядьку, — озвався він до ведмедя, — якби не моє павутиння, то вас уже не було б на світі.",1,0.3333333333333333,99.0,21.0
f01.txt,12.0,36.0,"Ви мене тоді пожаліли, то і я вас пожалів.",1,0.3333333333333333,42.0,9.0
f01.txt,12.0,37.0,"Як кажуть «Старе добро не забувається!» — Щиро тобі дякую, павуче, що ти врятував мене від смерті, — відповів зі сльозами на очах старий ведмідь.",1,0.3333333333333333,145.0,25.0
f01.txt,12.0,38.0,Відтоді ведмідь ставився до павучка з великою повагою і вдячністю.,1,0.3333333333333333,66.0,10.0
f01.txt,13.0,0.0,"кУрОЧкА, МиШкА тА ПІВНик Жили собі, були собі курочка, мишка та півник.",1,0.3333333333333333,71.0,12.0
f01.txt,13.0,1.0,Якось курочка знайшла житнє зернятко.,1,0.3333333333333333,37.0,5.0
f01.txt,13.0,2.0,"Знайшла його й закудкудакала — Ко-ко-ко, ко-ко-ко!",1,0.3333333333333333,50.0,7.0
f01.txt,13.0,5.0,"— Я — ні, — сказала мишка.",1,0.3333333333333333,26.0,7.0
f01.txt,13.0,6.0,"— Я теж ні, — сказав півник.",1,0.3333333333333333,28.0,7.0
f01.txt,13.0,7.0,Понесла курочка сама зернятко до млина.,1,0.3333333333333333,39.0,6.0
f01.txt,13.0,8.0,Мірошник змолов його на борошно.,1,0.3333333333333333,32.0,5.0
f01.txt,13.0,9.0,— Хто понесе борошно додому?,1,0.3333333333333333,28.0,5.0
f01.txt,13.0,11.0,"— Я — ні, — сказала мишка.",1,0.3333333333333333,26.0,7.0
f01.txt,13.0,12.0,"— Я теж ні, — сказав півник.",1,0.3333333333333333,28.0,7.0
f01.txt,13.0,13.0,Понесла курочка сама борошно додому.,1,0.3333333333333333,36.0,5.0
f01.txt,13.0,14.0,— Хто замісить тісто на хліб?,1,0.3333333333333333,29.0,6.0
f01.txt,13.0,16.0,"— Я — ні, — сказала мишка.",1,0.3333333333333333,26.0,7.0
f01.txt,13.0,17.0,"— Я теж ні, — сказав півник.",1,0.3333333333333333,28.0,7.0
f01.txt,13.0,18.0,Замісила курочка тісто сама.,1,0.3333333333333333,28.0,4.0
f01.txt,13.0,21.0,"— Я — ні, — сказала мишка.",1,0.3333333333333333,26.0,7.0
f01.txt,13.0,22.0,"— Я теж ні, — сказав півник.",1,0.3333333333333333,28.0,7.0
f01.txt,13.0,23.0,Тож запалила курочка вогонь у печі сама.,1,0.3333333333333333,40.0,7.0
f01.txt,13.0,26.0,"— Я — ні, — сказала мишка.",1,0.3333333333333333,26.0,7.0
f01.txt,13.0,27.0,"— Я теж ні, — сказав півник.",1,0.3333333333333333,28.0,7.0
f01.txt,13.0,30.0,"— запитала курочка, коли вже спекла хліб.",1,0.3333333333333333,41.0,7.0
f01.txt,13.0,37.0,— Хліб я зїм сама зі своїми курчатками.,1,0.3333333333333333,39.0,8.0
f01.txt,13.0,39.0,"Коли хліб добре випікся, курочка зі своїми курчатками зі смаком його зїли.",1,0.3333333333333333,74.0,12.0
f01.txt,13.0,40.0,Через тиждень курочка знову знайшла житнє зернятко і знову надумала пекти хліб.,1,0.3333333333333333,79.0,12.0
f01.txt,13.0,41.0,"Тільки-но мишка та півник почули про це — схопили зернятко, швиденько побігли до млина, змололи його на борошно й хутенько принесли додому.",1,0.3333333333333333,139.0,22.0
f01.txt,13.0,42.0,"Півник замісив тісто на хліб, а мишка допомогла курочці розпалити в печі.",1,0.3333333333333333,73.0,12.0
f01.txt,13.0,43.0,"Спекли курочка, мишка та півник хліб і смачно його зїли гуртом курочка з курчатами, мишка та півник.",1,0.3333333333333333,100.0,17.0
f01.txt,14.0,0.0,лиСиЦЯ І ЯСтрУб Сів якось яструб на березі річки i задрімав на теплому вiд сонця камені.,1,0.3333333333333333,88.0,16.0
